;title;doi;abstract;url;publish_time;respuesta;score
66;Association between tuberculosis and COVID‐19 severity and mortality: A rapid systematic review and meta‐analysis;10.1002/jmv.26311;Coronavirus Disease 2019 (COVID-19) has become a pandemic and the number of infected cases continues to rise. As of July 8, 2020, a total of 11,669,259 laboratory-confirmed cases were reported worldwide, with a mortality rate of 4.6% 1 . This article is protected by  . All rights reserved.;"https://www.ncbi.nlm.nih.gov/pubmed/32687228/; https://doi.org/10.1002/jmv.26311";28/7/2020;Coronavirus Disease 2019;0.9426
67;Tracheostomy Care during COVID 19 pandemic in a head and neck oncology unit;10.1016/j.oraloncology.2020.104810;• Aerosol Generating Procedures(AGP) and interventions are challenging during COVID -19. • During Emergencies AGP poses a major threat to health care workers and other patients. • Minimisation of aerosolisation is best achieved by techniques such as closed suctioning and enhanced use of HME.;"https://doi.org/10.1016/j.oraloncology.2020.104810; https://www.ncbi.nlm.nih.gov/pubmed/32475647/; https://www.sciencedirect.com/science/article/pii/S1368837520302463?v=s5; https://api.elsevier.com/content/article/pii/S1368837520302463";19/5/2020;Aerosol Generating Procedures;0.9594
68;COVID-19: An Australian center's perspective.;10.1111/jocs.15129;SARS CoV-2 (COVID 19) is having a deep and lasting impact around the world. We review the effect it has had on our cardiothoracic surgery practice in Australia and give insights into our contingency planning, restructuring, practice changes, and the effect on our patients in this evolving pandemic.;"https://doi.org/10.1111/jocs.15129; https://www.ncbi.nlm.nih.gov/pubmed/33124709/";30/10/2020;SARS CoV-2;0.958
69;We shouldn’t worry when a virus mutates during disease outbreaks;10.1038/s41564-020-0690-4;Mutation. The word naturally conjures fears of unexpected and freakish changes. Ill-informed discussions of mutations thrive during virus outbreaks, including the ongoing spread of SARS-CoV-2. In reality, mutations are a natural part of the virus life cycle and rarely impact outbreaks dramatically.;"https://www.ncbi.nlm.nih.gov/pubmed/32071422/; https://doi.org/10.1038/s41564-020-0690-4";18/2/2020;Mutation;0.9579
70;A Left Pulmonary Artery Sling in an Asymptomatic Adult Patient, A Case Report and Review of Literature.;10.1532/hsf.3637;Pulmonary artery sling (PAS) is a rare congenital vascular anomaly. Ninety percent of patients with PAS have respiratory distress and need surgical correction. Asymptomatic adult presentation of PAS is rare. We report the case of a 56-year-old female with an asymptomatic left pulmonary artery sling.;"https://doi.org/10.1532/hsf.3637; https://www.ncbi.nlm.nih.gov/pubmed/33798043/";25/3/2021;Pulmonary artery sling;0.9346
71;COVID-19 Psychiatric Patients: Impact of Variability in Testing on Length of Hospital Stay and Disposition Back to Congregate Care Settings;10.1016/j.psychres.2020.113324;"184• Coronavirus (COVID) impact on hospital psychiatric inpatient units; 184• Testing versus symptom based strategies that impact psychiatric inpatient treatment; 184• Challenges in discharging medically and psychiatrically stable COVID patients back to their congregate care living facilities.";"https://www.sciencedirect.com/science/article/pii/S0165178120320096?v=s5; https://doi.org/10.1016/j.psychres.2020.113324; https://api.elsevier.com/content/article/pii/S0165178120320096; https://www.ncbi.nlm.nih.gov/pubmed/32736265/";24/7/2020;Coronavirus;0.9348
72;Ingepakt aan het werk;10.1007/s41193-020-0035-y;WUHAN, CHINA - Verpleegkundigen in Wuhan hebben het niet gemakkelijk sinds de uitbraak van het nieuwe coronavirus. Deze icverpleegkundigen doen hun werk in hermetisch afgesloten pakken. Toch zijn er in China zeker 6 zorgverleners overleden en zouden er ruim 1700 artsen en verpleegkundigen besmet zijn.;"https://www.ncbi.nlm.nih.gov/pubmed/32288604/; https://doi.org/10.1007/s41193-020-0035-y";3/3/2020;CHINA - Verpleegkundigen;0.9336
73;SAMHSA provides ongoing support for MH, SUD community amid COVID‐19 pandemic;10.1002/mhw.32363;Observing that suicide is the 10th‐leading cause of death in this country and noting the accompanying stressors now evident as a result of the pandemic, the Substance Abuse and Mental Health Services Administration (SAMHSA) announced last week an emergency $40 million grant program to prevent suicide.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7272935/;15/5/2020;Substance Abuse and Mental Health Services Administration;0.9243
74;The COVID-19 vaccine and the best interests of a person who lacks capacity.;10.12968/bjon.2021.30.5.320;Richard Griffith, Senior Lecturer in Health Law at Swansea University, considers two recent cases in the Court of Protection that determined if the COVID-19 vaccine was in the best interests of a person who lacked the mental capacity to decide on immunisation after relatives objected its administration.;"https://doi.org/10.12968/bjon.2021.30.5.320; https://www.ncbi.nlm.nih.gov/pubmed/33733855/";11/3/2021;Health Law;0.9296
75;Hospitalizations for suicide attempt during the first COVID-19 lockdown in France.;10.1111/acps.13296;When the first lockdown was implemented to limit the spread of coronavirus disease 19 (COVID-19), many experts alerted on the potential risk of suicide. Indeed, prolonged social isolation due to the stay-at-home directives has been associated with increased loneliness (1), known to increase suicide risk.;"https://doi.org/10.1111/acps.13296; https://www.ncbi.nlm.nih.gov/pubmed/33740254/";19/3/2021;coronavirus disease 19;0.9054
76;Hydroxychloroquine serum concentrations in non-critical care patients infected with SARS CoV 2;10.1101/2020.06.23.20137992;Hydroxychloroquine(HCQ) has been widely used to treat SARS-CoV-2 infection however HCQ pharmacokinetics in this condition have not been studied in non-critical care patient groups. Here we report the serum concentrations of HCQ in a small cohort of patients treated with HCQ as part of the RECOVERY trial.;"http://medrxiv.org/cgi/content/short/2020.06.23.20137992v1?rss=1; https://doi.org/10.1101/2020.06.23.20137992";23/6/2020;Hydroxychloroquine;0.95
77;COVID-19: organoids go viral;10.1038/s41580-020-0258-4;The coronavirus disease-19 (COVID-19) pandemic underscores the threat posed by newly emerging viruses. Understanding the biology of novel viruses rests in large part on in vitro models that allow viral replication. Human and animal organoids are now proving their value as an experimental virology platform.;"https://www.ncbi.nlm.nih.gov/pubmed/32483314/; https://doi.org/10.1038/s41580-020-0258-4";1/6/2020;coronavirus disease-19;0.9652
78;Recent advances in identifying and theorizing the role of immigrant entrepreneurs, ethnicity, and culture in industrial marketing;10.1016/j.indmarman.2020.04.021;Abstract This special issue of Industrial Marketing Management (IMM) features four articles that cover topics related to immigrant entrepreneurs, ethnicity, and culture in industrial marketing. This introductory paper summarizes the contributions of these articles and points out future research directions.;"https://www.sciencedirect.com/science/article/pii/S0019850120303692?v=s5; https://api.elsevier.com/content/article/pii/S0019850120303692";29/4/2020;Industrial Marketing Management;0.9574
79;“Expanding Global and National Influenza Vaccine Systems to match the COVID-19 Pandemic Response”;10.1016/j.vaccine.2020.10.055;• Approximately 40% of the global influenza deaths now occur in Africa and Southeast Asia. • There are opportunities to explore synergies in preventing both respiratory and cardiovascular diseases, especially among older populations. • Co-vaccination against both COVID19 and influenza offers promise.;"https://doi.org/10.1016/j.vaccine.2020.10.055; https://www.ncbi.nlm.nih.gov/pubmed/33121842/; https://api.elsevier.com/content/article/pii/S0264410X20313645; https://www.sciencedirect.com/science/article/pii/S0264410X20313645?v=s5";21/10/2020;Co-vaccination;0.956
80;Engaging cell and gene therapists in HIV cure.;10.1089/hum.2020.236;Cell and gene therapy (CGT) has a variety of potential applications in human immunodeficiency virus (HIV) prevention and management. The existing network of CGT researchers for HIV cure will benefit from an influx of fresh ideas and energy from CGT researchers keen to embrace a new challenge for an old virus.;"https://doi.org/10.1089/hum.2020.236; https://www.ncbi.nlm.nih.gov/pubmed/32962421/";23/9/2020;Cell and gene therapy;0.9222
81;Regulation of Viral Infection in Diabetes;10.3390/biology10060529;Though there is no 'Diabetes Virus', multiple agents such as mumps virus, rubella virus, influenza virus, type A hepatitis virus, enterovirus, rotavirus, cytomegalovirus, varicella-zoster virus, human herpesvirus 6, Epstein-Barr virus, and also SARS-CoV-2 have been reported to be associated to diabetes [...].;"https://doi.org/10.3390/biology10060529; https://www.ncbi.nlm.nih.gov/pubmed/34199246/";13/6/2021;SARS-CoV-2;0.9267
82;The changing face of family medicine in the covid and post‐covid era;10.1111/eci.13303;In the last decade, family doctors (FD), mainly devoted to the management of elderly and multi‐morbid people, have become increasingly involved in managing patients under innovative therapy and by dealing with electronic health record systems providing faster connection with patients and other health workers.;"https://doi.org/10.1111/eci.13303; https://www.ncbi.nlm.nih.gov/pubmed/32506437/";7/6/2020;family doctors;0.9812
83;Update on Ebola Treatment Center Costs and Sustainability, United States, 2019;10.3201/eid2605.191245;We surveyed 56 Ebola treatment centers (ETCs) in the United States and identified costs incurred since 2014 ($1.76 million/ETC) and sustainability strategies. ETCs reported heavy reliance on federal funding. It is uncertain if, or for how long, ETCs can maintain capabilities should federal funding expire in 2020.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7181920/;5/5/2020;Ebola treatment centers;0.9105
84;Glean lessons learned from foster care support programs to help students succeed after pandemic‐related trauma;10.1002/say.30775;The COVID‐19 pandemic upended the sense of community many college students relied upon. When in‐person classes and events were suspended, feelings of anxiety and loss swelled among the student population. It's no surprise that some students needed more than just refunds for housing, meal plans, and other fees.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7405121/;15/7/2020;19;0.9194
85;Coupe de Grace: Autopsy in COVID-19 Pandemic.;10.24875/ric.20000262;"As the media informed the spread of a highly transmissible disease, our medical community faced the disappearance of a languishing ancient tool. Traditionally helping to explain unexplainable death, educate, audit, warn relatives, or contacts; autopsies vanished in a reassigned COVID-19 teaching hospital (Fig. 1).";"https://doi.org/10.24875/ric.20000262; https://www.ncbi.nlm.nih.gov/pubmed/33053577/";7/5/2020;teaching hospital;0.9638
86;A Sex Difference in HandScan Scores in Rheumatoid Arthritis Patients and Controls? An Ongoing Analysis of the Sex Difference and Other Potential Confounders.;10.3899/jrheum.201555;A recent paper by Triantafyllias, et al described that optical spectral transmission (OST) scores, obtained by the HandScan, were significantly higher in male compared to female patients with rheumatoid arthritis (RA) and controls, and an association between OST score and age, BMI, and hand surface area was found.1.;"https://doi.org/10.3899/jrheum.201555; https://www.ncbi.nlm.nih.gov/pubmed/33722945/";15/3/2021;optical spectral transmission;0.9734
87;Risk for Transportation of 2019 Novel Coronavirus (COVID-19) from Wuhan to Cities in China;10.1101/2020.01.28.20019299;On January 23, 2020, China quarantined Wuhan to contain an emerging coronavirus (COVID-19). We estimated the probability of transportation of COVID-19 from Wuhan to 369 cities in China before the quarantine. The expected risk is >50% in 130 (95% CI 89–190) cities and >99% in the 4 largest metropolitan areas of China.;"https://doi.org/10.1101/2020.01.28.20019299; https://www.ncbi.nlm.nih.gov/pubmed/32511457/";17/2/2020;coronavirus;0.9151
88;[Scientific statement on using of renin angiotensin system blockers in patients with cardiovascular disease and COVID-19].;10.3760/cma.j.cn112148-20200329-00262;针对目前新型冠状病毒肺炎患者应用肾素-血管紧张素系统（RAS）抑制剂的讨论，中华医学会心血管病学分会7‌个学组及相关专家依据最新的基础研究结果及临床循证证据，审慎地发表此科学声明，阐明RAS抑制剂在此类患者中的应用原则和建议。.;"https://doi.org/10.3760/cma.j.cn112148-20200329-00262; https://www.ncbi.nlm.nih.gov/pubmed/32842268/";24/7/2020;RAS;0.93
